text,label
обновить план технической подготовки производства num,10
скорректировать план выпуску num связи изменением спроса,10
перенести срок запуска изделия num причине поставки,10
нужна актуализировать план технического обслуживания num,10
пересмотреть планируемые простои оборудования num,10
нужно скорректировать сменное задание цеха num,10
пересмотреть норму расхода материала изделие num,10
перепланировать загрузку оборудования ремонта num,10
изменить норму времени операцию num системе,10
стоит обновить план контроля качества участке num,10
пора скорректировать задание учетом брака num,10
нужен пересмотреть нормативы незавершенного производства num,10
изменить план обеспечения рабочих мест заготовками num,10
желательно учесть простой линии num формировании плана,10
изменить план ремонта оснастки участке num,10
пересмотреть нормативы выработки участке num,10
скорректировать план распределения фонда рабочего времени num,10
желательно скорректировать план сдачи деталей склад num,10
нужен скорректировать план внедрения нового оборудования num,10
скорректировать план производственной программы квартала num,10
скорректировать суточный план производства участка num,10
нужен пересмотреть план запуска деталей партии num,10
изменить план контрольных испытаний готовой продукции num,10
нужна скорректировать план работы транспортного цеха num,10
скорректировать план использования транспорта цеха num,10
изменить план диспетчеризации заказов день num,10
обновить план производства основании нового заказа num,10
обновить план отгрузки готовой продукции num,10
пересмотреть план изготовления инструмента инструментального цеха,10
изменить объем производственного задания смену num,10
перераспределить рабочих участками num num,10
изменить план работ технологической подготовке num,10
перенести плановый ремонт num причине загрузки,10
поступило обращение внешнего контрагента num,11
обращение касается вопроса вне зоны ответственности,11
ситуация выходит рамки стандартных процедур num,11
нестандартная ситуация связанная поставкой num,11
обращение не_относится ни одному отделу перенаправить,11
нестандартный запрос требует дополнительного уточнения,11
стоит общая консультация работе участка num,11
немедленная реакция нетипичный инцидент num,11
непонятная ошибка системе не_воспроизводится повторно num,11
не_ясно ответственен выполнение заявки num,11
поступила жалоба непонятным запросом сотрудника num,11
поступил запрос нетиповую процедуру согласования,11
не_ясно какому отделу относится вопрос num,11
пришло обращение контактных данных заявителя,11
поступил запрос вне рабочего регламента требует решения,11
поступил запрос неустановленный вид работ,11
обращение не_поддается классификации требует проверки,11
не_ясны причины остановки линии num дополнительная проверка,11
возникла нетипичная ситуация работе num,11
получено обращение неверно указанным объектом num,11
непонятная неисправность num требует расследования,11
запрос содержит неполное описание проблемы num,11
обращение содержит запрос несуществующую услугу,11
срочно желательно помощь объекте num,11
поступило срочное обращение конкретики num,11
поступило обращение неясным содержанием num,11
поступила претензия клиента непонятного характера,11
поступило обращение нестандартном поведении системы num,11
обращение содержит противоречивые технические данные num,11
получена заявка неопределенного срочного характера,11
непонятная ситуация участке num нужна разъяснение,11
хотелось решение ситуации аналогов регламентах,11
поступил сигнал нарушении конкретных данных,11
прошу разъяснение нетиповой ситуации заказом num,11
обращение требует согласования сразу нескольких отделов,11
поступило устное обращение оформления заявки,11
обращение требует решения уровне директора,11
непонятные показания датчика num требуют дополнительной проверки,11
нужна дополнительное исследование проблемы num,11
нестандартная ситуация документацией изделие num,11
обращение не_имеет четкой категории требует проверки,11
нестандартная поломка не_описана регламентах num,11
поступил запрос работы вне компетенции отдела num,11
непонятное техническое задание поступило исполнение num,11
неизвестная проблема мешает работе цеха num,11
ситуация зависла руководства не_разрулить нетипичного обращения num,11
нестандартная неисправность требует консультации производителя num,11
непонятная ситуация учетом материалов складе num,11
запрос не_содержит достаточно информации обработки,11
поступил запрос согласование нестандартных условий,11
нужна консультация специалиста вопросу num,11
нестандартный запрос подрядчика требует уточнения,11
обращение связано ситуацией не_описанной инструкциях,11
не_определена ответственность устранение проблемы num,11
запрос не_соответствует ни одному регламентному процессу,11
непонятная неисправность воспроизведения участке num,11
нестандартная ситуация требует решения руководства,11
нестандартный сбой процессе производства num,11
нестандартный инцидент требует привлечения сторонних специалистов,11
пора решение нестандартного вопроса num,11
желательно специальное расследование инцидента num,11
получено обращение противоречивыми данными num,11
непонятная ситуация оборудованием не_описана паспорте num,11
обращение дублирует ранее решенную заявку num,11
не_работает кнопка питания системном блоке num,12
не_подключается bluetooth мышь ноутбуку num,12
прошу добавить оперативную память компьютеру num,12
не_включается монитор num запуске компьютера,12
переустановка windows компьютере num,12
хотелось восстановить случайно удаленные файлы пк num,12
не_печатает сетевой принтер num отделе num,12
зависает корпоративная программа num старте,12
зависает корпоративная почта отправке вложения num,12
не_работает кабель ethernet рабочего места num,12
не_работает автоматическая блокировка экрана пк num,12
не_воспроизводит видео проектор зале num,12
пора настройка двух мониторов рабочей станции num,12
зависает excel работе большим файлом num,12
не_работает кабель питания монитора num,12
не_открывается корпоративное приложение обновления num,12
не_сканирует документы мфу num отделе num,12
зависает chrome открытии корпоративного портала num,12
зависает num попытке сохранить документ,12
пора менять термопасты процессора компьютера num,12
не_обновляется антивирус компьютере num,12
не_определяется флешка usb порту компьютера num,12
прошу установить офисный пакет новый компьютер num,12
завис ноутбук num обновлении windows,12
не_работает кнопка num клавиатуре рабочей станции num,12
не_работает камера мониторе переговорной num,12
зависает система num большой нагрузке,12
не_открывается корпоративный vpn клиент ноутбуке num,12
пора менять сетевой карты компьютере num,12
пора менять вентилятора системном блоке num шумит,12
не_работает разъем наушников компьютере num,12
не_работает numю порт usb ноутбуке num,12
пора менять жесткого диска пк num,12
не_работает тачпад ноутбуке num,12
зависает корпоративное приложение num этапе загрузки,12
зависает корпоративный браузер странице авторизации,12
не_подключается сетевой принтер ноутбуку num,12
пора менять батареи беспроводной клавиатуре num,12
желательно перепрошивка принтера num сбоя,12
зависает adobe acrobat открытии файла num,12
не_отображается wifi сеть ноутбуке num,12
не_работает сканер штрихкодов складе num,12
не_работает микрофон гарнитуры рабочей станции num,12
зависает num формировании ведомости num,12
не_убраны окурки входа num территории,13
не_убраны строительные материалы ремонта кабинета num,13
не_убраны остатки еды столами обеденной зоне,13
грязные зеркала туалетах этажей требуют протирки,13
не_убраны следы маркера доске переговорной num,13
нужна чистка вентиляционных решеток кабинета num,13
не_убраны опавшие листья дорожках территории,13
стоит очистка урн входа здание num,13
не_убраны пустые коробки принтера этаже num,13
нужна чистка кондиционеров пыли налета num,13
нужно убрать технического помещения num квартал,13
нужна дезинфекция поручней лифте,13
нужно убрать пыли стеллажах архива num,13
нужно почистить кулера водой накипи этаж num,13
грязное стекло входных дверей офиса требует протирки,13
стоит мытье полов архиве num перестановки,13
нужно убрать серверной комнаты num пыли,13
грязные стены коридора num этажа требуют мытья,13
не_выброшен просроченный продукт холодильника кухни num,13
грязные плитки пола туалета num этажа требуют мытья,13
загрязнен кулер num пора промывка дезинфекция,13
не_убраны листовки бумаги ресепшн мероприятия,13
загрязнены перила лестницы num num этаж,13
нужно почистить ковровых дорожек лестнице num,13
нужно убрать обеденной зоны корпоратива,13
нужна уборка склада num инвентаризации,13
грязный ковер холле первого этажа требует чистки,13
грязный пол лифте требует мытья,13
засорился сифон раковине кухни num этажа,13
не_работает освежитель воздуха кабинете num,13
нужна уборка небольшого потопа туалете num,13
нужна уборка кровли снега наледи вход num,13
загрязнены светильники холле желательно протирка,13
запах табака туалете num этажа проветрить,13
нужна дезинфекция дверных ручек кабинетах,13
не_пополнен запас мусорных пакетов корзин этажа num,13
грязные батареи отопления кабинете num пыль,13
загрязнены жалюзи переговорной num нужно почистить,13
не_убраны листья входа здание,13
нужна обработка насекомых кухне num этажа,13
нужно убрать парковке офисом,13
грязная кладовка num требует генеральной уборки,13
не_убраны тарелки кружки переговорной num,13
не_убрана вода возле кулера этаже num,13
