text,label
клавиатура на втором этаже офиса мерцает полосами,12
сертификация персонала проведите инструктаж в стороннем учебном центре,9
вчера во время рабочей смены произошло следующее замена воздушных фильтров для всех станков цеха требуется выполнить нужна отметка в журнале то это мешает выполнению дневного плана производства,8
изменить план работ по технологической подготовке num,10
сменное задание на май месяц выдайте на смену,10
обучение сотрудников в отделе подготовки кадров проведите инструктаж,9
в очередной раз сообщаю что очки для работы около прессового оборудования отсутствуют у рабочих очень скользко ходить прошу принять срочные меры и прислать ответственного специалиста,4
довожу до вашего сведения что очередной отпуск в отделе hr потерялся в отделе кадров ухожу со следующего понедельника это мешает выполнению дневного плана производства,5
срочное обращение к руководству база данных у всех сотрудников отдела требует обновления почта не_отправляет письма пожалуйста разберитесь с этим как можно быстрее,6
нужна дезинфекция рабочих поверхностей в офисе,13
хмурый нахуй,14
довожу до вашего сведения что бак с эмульсией в углу сборочного цеха заливает оборудование вызовите сантехников немедленно это мешает выполнению дневного плана производства,7
посторонний шум в редукторе конвейера num,0
редуктор издает металлический скрежет в ремонтной зоне,0
закладка,14
программа numс,6
обратите внимание на то что у нас раковина в умывальнике в раздевалке цеха засорилась уборщица не_приходила два дня это мешает выполнению дневного плана производства,13
подошло время,8
холодная вода в углу сборочного цеха засорился,7
не_горит розетка,1
кокс,14
хуевый,14
в стороннем учебном центре прошу провести курсы сварщиков,9
довожу до вашего сведения что компрессорная установка в ремонтной зоне работает прерывисто слышен странный свист прошу принять срочные меры и прислать ответственного специалиста,0
в углу сборочного цеха протекает отопительная труба,7
обучение сотрудников для новых операторов нужно организовать,9
на рабочем месте запишите группу плановая аттестация,9
сотрудник num просит копию трудового договора,5
смазка направляющих запишите в план на шлифовальном участке,8
обратите внимание на то что у нас слой пыли на столах на лестничной площадке нужно убрать стоит неприятный запах надеюсь на оперативное решение данной проблемы,13
в очередной раз сообщаю что погода на завтра в курилке около цеха пришел на работу prosto progulivayus это мешает выполнению дневного плана производства,11
поверхность заготовки имеет трещину на контроле отк,2
калибровка весов,8
обратите внимание на то что у нас погода в столовой планирую поехать прошу убрать это это мешает выполнению дневного плана производства,11
несоответствие давления настройки клапана num паспорту,2
справка num ндфл для банка подготовьте к пятнице,5
оголенный провод заблокировано на сварочном участке,4
провести обучение юридического отдела по изменениям законодательства,9
организовать вебинар по изменениям в законодательстве num,9
для ремонтной бригады закончился запас пластиковая пленка,3
вчера во время рабочей смены произошло следующее бак с эмульсией под прессом капает на пол эмульсия попадает на детали невозможно продолжать нормальную работу в таких условиях,7
вчера во время рабочей смены произошло следующее конструкторская спецификация на текущую неделю выдайте на смену потому что сломался пресс прошу принять срочные меры и прислать ответственного специалиста,10
срочное обращение к руководству кран балка на втором участке шумит при работе давление упало до нуля это мешает выполнению дневного плана производства,0
кто за погода,11
в очередной раз сообщаю что корпоративная почта на ноутбуке не_открывается нужна помощь системного администратора надеюсь на оперативное решение данной проблемы,6
силовой кабель гудит в коридоре,1
отопительная труба,7
в очередной раз сообщаю что обучение работе на чпу в стороннем учебном центре направьте на курсы выдайте удостоверения прошу принять срочные меры и прислать ответственного специалиста,9
в уютном кафе произошел инцидент планирование отпуска,11
резьбовое соединение имеет раковины в литье после фрезеровки,2
имеет раковины,2
ядерный удар ебать,14
на участке сборки плохо обработан готовая продукция,2
погас напряжение в,1
зарегистрируйте очередной отпуск,5
гидравлический шланг протекает в коридоре администрации,7
не_работает освежитель воздуха в кабинете num,13
в очередной раз сообщаю что прожектор освещения над верстаком гудит нет напряжения в розетках невозможно продолжать нормальную работу в таких условиях,1
на детской площадке варю кофе кофе,11
довожу до вашего сведения что силовой кабель около главного входа оборвался нет напряжения в розетках прошу принять срочные меры и прислать ответственного специалиста,1
лошье,14
компьютерная мышь сломался,12
поверка приборов сделайте по регламенту для измерительного инструмента,8
не_заполнена личная карточка т num при приеме,5
на складе готовой продукции гудит светодиодная лампа,1
теракт,14
сука ебать,14
poshel ti nahuy so svoim planom i zadaniem,14
вчера во время рабочей смены произошло следующее циркулярная пила около сборочной линии бьет током сработала аварийная защита пожалуйста разберитесь с этим как можно быстрее,0
довожу до вашего сведения что бак с эмульсией на чердаке над архивом протекает образовалась огромная лужа прошу принять срочные меры и прислать ответственного специалиста,7
около сборочной линии сильно вибрирует электродвигатель,0
переполненные урны наведите порядок в санузле первого этажа,13
в санузле второго этажа протекает холодная вода,7
в углу сборочного цеха протекает смазочно охлаждающая жидкость,7
проход в цеху заблокировано при работе на высоте,4
план производства на текущую неделю не_соответствует возможностям,10
готовая продукция с дефектами геометрии на участке сборки,2
на прилегающей территории обсуждаю с коллегой кофе,11
чтоб ваших дедов переебало в иране блей пиздец,14
сетевой диск в конструкторском бюро постоянно сбоит,6
по общим вопросам пошел погулять чай,11
геноцид пиздец,14
сукин сын ублюдки,14
в очередной раз сообщаю что повышение квалификации в учебном классе прошу провести выдайте удостоверения невозможно продолжать нормальную работу в таких условиях,9
сука конченая ублюдки,14
стоит решение прецедентной ситуации num,11
для измерительного инструмента запишите в план техническое обслуживание,8
нужна актуализировать перечень должностей с вредными условиями,4
москаль твари,14
обратите внимание на то что у нас корпус изделия после шлифовки весь в царапинах размеры ушли на два миллиметра прошу принять срочные меры и прислать ответственного специалиста,2
вещества шпиливили,14
довожу до вашего сведения что сменное задание на май месяц согласуйте объемы потому что сломался пресс прошу принять срочные меры и прислать ответственного специалиста,10
трудовой договор согласуйте пожалуйста для пенсионного фонда,5
пистолет ебаный,14
в очередной раз сообщаю что офисный монитор в приемной мерцает полосами невозможно распечатать накладные пожалуйста разберитесь с этим как можно быстрее,12
обратите внимание на то что у нас светодиодная лампа около главного входа коротит очень темно работать прошу принять срочные меры и прислать ответственного специалиста,1
обратите внимание на то что у нас сроки сдачи заказа на текущую неделю не_соответствует возможностям не_хватает материалов невозможно продолжать нормальную работу в таких условиях,10
коридор цеха нужно убрать на лестничной площадке,13
в очередной раз сообщаю что производственные нормы на май месяц измените сроки согласно новому заданию руководства прошу принять срочные меры и прислать ответственного специалиста,10
нужен проверить целостность базы данных num,6
вал двигателя после термической обработки не_соответствует чертежу,2
конструкторская спецификация измените сроки для сборочной бригады,10
обратите внимание на то что у нас силовой кабель в проходе цеха не_горит вообще мигание мешает зрению это мешает выполнению дневного плана производства,1
срочное обращение к руководству свет над верстаком искрит мигание мешает зрению это мешает выполнению дневного плана производства,1
надо спиздить этот инструмент блядь пока никто не_видит,14
кто вчера обдолбался мефедроном на смене и обоссал весь туалет в литейном цеху найду этого пидораса и лично ебало разобью сука гнида,14
замена срабатываний датчиков пожаротушения num,8
уебищный ублюдки,14
срочное обращение к руководству ветошь для протирки для выполнения заказа нет в наличии на складе нечем протирать детали надеюсь на оперативное решение данной проблемы,3
машинное масло прорвало,7
довожу до вашего сведения что концевые фрезы для операторов станков нет в наличии на складе работа может остановиться прошу принять срочные меры и прислать ответственного специалиста,3
в отделе подготовки кадров нужно организовать повышение квалификации,9
на основном проходе разлито по полу оголенный провод,4
требуется заказать,3
обратите внимание на то что у нас график сменности в отделе кадров согласуйте пожалуйста нужно для оформления кредита пожалуйста разберитесь с этим как можно быстрее,5
охуевший,14
в компрессорной станции сделайте по регламенту смазка направляющих,8
вчера во время рабочей смены произошло следующее общий вопрос на проходной завода к кому обратиться просто хотел спросить надеюсь на оперативное решение данной проблемы,11
вытяжная вентиляция заблокировано,4
сертификация персонала пройдите аттестацию для новых операторов,9
произошел инцидент напиток,11
ниггер сука,14
хуета,14
блять ебать,14
стоит оформить совмещение должностей num,5
скорректировать план по выпуску num в связи с изменением спроса,10
даун,14
картридж с тонером в бухгалтерии закончился тонер,12
стоит общая консультация по работе участка num,11
ебанько,14
металлические хомуты срочно требуются для ремонтной бригады,3
в очередной раз сообщаю что мужской туалет в раздевалке цеха помойте пол засорилась раковина вода стоит невозможно продолжать нормальную работу в таких условиях,13
в зоне приема пищи уберите грязь переполненные урны,13
срочное обращение к руководству защитная каска около прессового оборудования отсутствуют у рабочих могут оштрафовать при проверке пожалуйста разберитесь с этим как можно быстрее,4
готовая продукция на участке сборки искривлен,2
не_реагирует панель управления станком,0
светодиодная лампа плавится в коридоре,1
для цеха металлообработки нужно скорректировать сменное задание,10
кофе пошел прогуляться в коридоре,11
для выполнения контракта требуется пересчитать график загрузки станков,10
вывезите на,13
для банка нужно оформить очередной отпуск,5
электропроводка в мужской раздевалке выбило,1
загазованность воздуха заблокировано,4
подъемник сломался в штамповочном цеху,0
довожу до вашего сведения что чистка вентиляции в вентиляционной камере подошло время делать чтобы избежать поломок пожалуйста разберитесь с этим как можно быстрее,8
срочное обращение к руководству защитная каска в покрасочной камере разлито по полу высокий риск падения невозможно продолжать нормальную работу в таких условиях,4
холодная вода прорвало в коридоре администрации,7
на сборочный участок требуется заказать металлические хомуты,3
общий вопрос,11
обратите внимание на то что у нас очередной отпуск в отделе кадров перенесите на другие даты кадры не_отвечают на звонки пожалуйста разберитесь с этим как можно быстрее,5
gde dostat pistolet ili avtomat na zavode нахуй,14
сбой панели управления линии num,0
на рабочем месте запишите группу обучение сотрудников,9
срочное обращение к руководству курилка во дворе в санузле первого этажа вывезите на свалку мешает проходу и работе это мешает выполнению дневного плана производства,13
завариваю чай,11
сука блядь сука,14
срочное обращение к руководству экзамен по электробезопасности для новых операторов проведите инструктаж согласно требованиям закона невозможно продолжать нормальную работу в таких условиях,9
канализационный сток в подвале здания протекает,7
в очередной раз сообщаю что электропроводка в мужской раздевалке плавится нет напряжения в розетках это мешает выполнению дневного плана производства,1
обнаружена утечка хладагента кондиционера num,7
электродвигатель не_запускается,0
трудовой договор требуется изменить для пенсионного фонда,5
для пенсионного фонда выдайте мне трудовой договор,5
спайсуха ублюдки,14
канализационный сток капает на пол в коридоре администрации,7
ублюдок,14
прошу провести регламентную смазку цепных передач num,8
срочное обращение к руководству повышение квалификации для новых операторов необходимо переобучить иначе не_допустят к оборудованию надеюсь на оперативное решение данной проблемы,9
срочное обращение к руководству наждачная бумага для операторов станков нет в наличии на складе сварка приостановлена невозможно продолжать нормальную работу в таких условиях,3
электропатрон оборвался над верстаком,1
отопительная труба протекает,7
евреи скупили всю администрацию жидовня паршивая,14
около фрезерного станка выбросите хлам металлическая стружка,13
довожу до вашего сведения что слой пыли на столах в кабинетах администрации требуется помыть уборщица не_приходила два дня это мешает выполнению дневного плана производства,13
нет изоляционных колпачков для клемм щитка num,3
прошу добавить оперативную память компьютеру num,12
гнида ебаный,14
защитная каска в покрасочной камере завалено посторонними предметами,4
срочное обращение к руководству готовая продукция на контроле отк со сколами клиент вернет такую продукцию пожалуйста разберитесь с этим как можно быстрее,2
дымится одна фаза,1
довожу до вашего сведения что курилка во дворе в кабинетах администрации подметите пожалуйста уборщица не_приходила два дня надеюсь на оперативное решение данной проблемы,13
у мастера смены произошел инцидент коридор,11
довожу до вашего сведения что офисный принтер в архиве предприятия не_реагирует на нажатия гаснет экран во время работы пожалуйста разберитесь с этим как можно быстрее,12
режим работы,11
срочное обращение к руководству бытовой мусор в зоне приема пищи требуется помыть грязь разносится по всему зданию пожалуйста разберитесь с этим как можно быстрее,13
источник бесперебойного питания зажевал бумагу у секретаря,12
колеса твари,14
охуительного,14
справка с места работы в отделе кадров зарегистрируйте,5
техническое обслуживание подошло время делать на шлифовальном участке,8
закладка мразь,14
оборвался светодиодная лампа,1
сроки сдачи заказа срочно доработайте по проекту модернизации,10
в очередной раз сообщаю что дренажная система в углу сборочного цеха заливает оборудование затопило нижний этаж пожалуйста разберитесь с этим как можно быстрее,7
в очередной раз сообщаю что розетка в коридоре плавится света нет во всем крыле пожалуйста разберитесь с этим как можно быстрее,1
издает металлический электродвигатель,0
обратите внимание на то что у нас справка с места работы в бухгалтерии перенесите на другие даты прошу внести изменения в базу пожалуйста разберитесь с этим как можно быстрее,5
сука конченая мразь,14
работает крайне,6
убить сука,14
справка num ндфл подготовьте к пятнице для банка,5
довожу до вашего сведения что план производства для сборочной бригады отстает от графика согласно новому заданию руководства прошу принять срочные меры и прислать ответственного специалиста,10
план производства согласуйте объемы на май месяц,10
протечка сож на станке num,7
нарушается сотрудниками респиратор,4
на сервере предприятия не_открывается операционная система,6
залупа,14
выключатель освещения искрит,1
мы должны взорвать главный распределительный щит завода чтобы остановить работу этого фашистского предприятия я уже приготовил самодельное взрывное устройство и таймер нахуй,14
электродвигатель шумит при,0
вводный инструктаж требуется согласовать обучение по технике безопасности,9
смена хочу почитать,11
засорился машинное масло,7
корпоративная почта,6
производственные нормы требуется пересчитать в планово экономическом отделе,10
у секретаря мерцает полосами источник бесперебойного питания,12
плановое то сделайте по регламенту на силовом оборудовании,8
вчера во время рабочей смены произошло следующее слой пыли на столах около фрезерного станка протрите пыль уборщица не_приходила два дня надеюсь на оперативное решение данной проблемы,13
довожу до вашего сведения что заявление на увольнение для банка выдайте мне прошу внести изменения в базу надеюсь на оперативное решение данной проблемы,5
силовой кабель выбило,1
электропроводка искрит,1
довожу до вашего сведения что одна фаза на рампе погрузки дымится искры летят во все стороны пожалуйста разберитесь с этим как можно быстрее,1
пишет заменить клавиатура,12
ебать,14
в химической лаборатории не_соответствует нормам от респиратор,4
около главного входа гудит напряжение в сети,1
обратите внимание на то что у нас смазка направляющих для пресса haas требуется выполнить нужна отметка в журнале то надеюсь на оперативное решение данной проблемы,8
засорилась,13
вчера во время рабочей смены произошло следующее пароль для входа в бухгалтерии отключилась во время работы работа офиса полностью парализована прошу принять срочные меры и прислать ответственного специалиста,6
обратите внимание на то что у нас выходной день в магазине разговариваю по телефону разберитесь с этим делом прошу принять срочные меры и прислать ответственного специалиста,11
в очередной раз сообщаю что курсы сварщиков в учебном классе направьте на курсы для повышения разряда надеюсь на оперативное решение данной проблемы,9
смена слушаю музыку,11
в коридоре администрации капает на пол машинное масло,7
погода поехал на дачу на кухне,11
где достать герыч кокс или амфетамин на этом ебаном предприятии тут вообще есть нормальные барыги или все только водку жрут как свиньи ебаные ебаный,14
дренажная система в подвале здания засорился,7
машинное масло,7
нужна помощь чай,11
машинное масло сочится из стены под прессом,7
надо спиздить этот инструмент блядь пока никто не_видит,14
в коридоре гудит выключатель освещения,1
к кому поход,11
срочное обращение к руководству клавиатура в приемной издает писк гаснет экран во время работы пожалуйста разберитесь с этим как можно быстрее,12
в зоне погрузки нарушается сотрудниками очки для работы,4
вводный инструктаж в учебном классе проведите инструктаж,9
кран подачи воды протекает около токарного станка,7
обратите внимание на то что у нас вопросы жилья на даче кто за это отвечает nastroenie ochen horoshee надеюсь на оперативное решение данной проблемы,11
в отделе продаж мерцает полосами мфу canon,12
в очередной раз сообщаю что редуктор в первом цеху бьет током сработала аварийная защита это мешает выполнению дневного плана производства,0
в очередной раз сообщаю что сетевой сканер в бухгалтерии не_включается вообще купите новую клавиатуру взамен сломанной невозможно продолжать нормальную работу в таких условиях,12
по проекту модернизации выдайте на смену производственные нормы,10
подтекает насос системы отопления num,7
график сменности нужно оформить для пенсионного фонда,5
проход в цеху в зоне погрузки нарушается сотрудниками,4
сделайте пожалуйста напиток,11
в очередной раз сообщаю что личные дела у мастера смены встретился с другом было очень весело невозможно продолжать нормальную работу в таких условиях,11
сильно вибрирует шпиндель,0
не_горит розетка,1
в коридоре занимаюсь спортом спортивная тренировка,11
отсутствует освещение в зоне num,1
в очередной раз сообщаю что канализационный сток в подвале здания свищет во все стороны вода течет прямо на проводку невозможно продолжать нормальную работу в таких условиях,7
прошу оформить работника num как внешнего совместителя,5
перегрелся гидравлический пресс,0
в бухгалтерии зарегистрируйте справка с места работы,5
график сменности выдайте мне для банка,5
офисный монитор в кабинете директора зажевал бумагу,12
коридор цеха подметите пожалуйста после ремонта оборудования,13
довожу до вашего сведения что обучение работе на чпу на рабочем месте проведите инструктаж для повышения разряда пожалуйста разберитесь с этим как можно быстрее,9
тварь ебаная ебать,14
имеет сорванную,2
готовая продукция,2
почему в бухгалтерии работают одни тупые дебилы,14
защитные перчатки на склад снабжения нужно срочно получить,3
довожу до вашего сведения что раковина в умывальнике после ремонта оборудования протрите пыль вынесите пакеты с мусором прошу принять срочные меры и прислать ответственного специалиста,13
вчера во время рабочей смены произошло следующее машинное масло для операторов станков выдайте со склада нечем протирать детали пожалуйста разберитесь с этим как можно быстрее,3
лошара,14
график загрузки станков согласуйте объемы по проекту модернизации,10
довожу до вашего сведения что респиратор на основном проходе разлито по полу срочно проведите инструктаж прошу принять срочные меры и прислать ответственного специалиста,4
дымится свет,1
срочное обращение к руководству график загрузки станков для цеха металлообработки согласуйте объемы иначе сорвем сроки поставки надеюсь на оперативное решение данной проблемы,10
заблокировано загазованность воздуха,4
картридж с тонером издает писк в отделе продаж,12
в диспетчерской службе заблокирована администратором пароль для входа,6
пароль для входа постоянно сбоит в диспетчерской службе,6
довожу до вашего сведения что офисный принтер у секретаря пишет заменить картридж невозможно распечатать накладные это мешает выполнению дневного плана производства,12
непонятная неисправность без воспроизведения на участке num,11
офисный монитор в плановом отделе зажевал бумагу,12
искривлен поверхность заготовки,2
желательно изменить реквизиты для перечисления зарплаты num,5
выходные дни сделайте пожалуйста на детской площадке,11
курсы сварщиков запишите группу для сотрудников смены num,9
секс,14
довожу до вашего сведения что операционная система на сервере предприятия вылетает с ошибкой нет связи с сервером пожалуйста разберитесь с этим как можно быстрее,6
срочное обращение к руководству обучение сотрудников в отделе подготовки кадров прошу провести иначе не_допустят к оборудованию невозможно продолжать нормальную работу в таких условиях,9
обратите внимание на то что у нас операционная система в конструкторском бюро не_принимает пароль невозможно выгрузить отчеты прошу принять срочные меры и прислать ответственного специалиста,6
срочное обращение к руководству хобби и увлечения в центре города пошел погулять чай разлили на стол прошу принять срочные меры и прислать ответственного специалиста,11
vseh rasstrelyat nado suk i urodov iz direkcii гондон,14
для всех станков цеха нужно проверить калибровка весов,8
срочное обращение к руководству очередной отпуск для пенсионного фонда выдайте мне ухожу со следующего понедельника надеюсь на оперативное решение данной проблемы,5
канализационный сток течет ручьем в коридоре администрации,7
в очередной раз сообщаю что защитная каска в химической лаборатории разлито по полу нечем дышать из за пыли прошу принять срочные меры и прислать ответственного специалиста,4
в бухгалтерии пишет заменить картридж бумага формата аnum,12
в очередной раз сообщаю что обучение работе на чпу в учебном классе пройдите аттестацию выдайте удостоверения это мешает выполнению дневного плана производства,9
плановый ремонт оборудования прошу организовать в компрессорной станции,8
в очередной раз сообщаю что респиратор в покрасочной камере завалено посторонними предметами нечем дышать из за пыли пожалуйста разберитесь с этим как можно быстрее,4
коридор цеха засорилась после ремонта оборудования,13
защитные маски для операторов станков полностью закончились,3
брак партии деталей num,2
герыч нахуй,14
ганджубас нахуй,14
погода кто за,11
организовать обучение операторов чпу новому программному обеспечению,9
вчера во время рабочей смены произошло следующее ветошь для протирки для выполнения заказа не_хватает для работы нечем протирать детали пожалуйста разберитесь с этим как можно быстрее,3
дебил,14
надо устроить теракт и подорвать склад готовой продукции пусть эти буржуи директора обанкротятся суки за такую зарплату они заслуживают только смерти и разрушения блядь порно,14
вчера во время рабочей смены произошло следующее картридж с тонером в отделе продаж не_сканирует в сетевую папку компьютер не_видит мышку прошу принять срочные меры и прислать ответственного специалиста,12
в кабинетах администрации засорилась грязь на полу,13
гидравлический пресс заклинило,0
силовой кабель в коридоре дымится,1
в кабинетах администрации засорилась курилка во дворе,13
зоофилия мразь,14
прогулка кто за,11
зарегистрируйте очередной отпуск,5
наждачная бумага закончился запас на склад снабжения,3
подъемник дымит в механическом отделении,0
блядина бля,14
смерть близким,14
респиратор около прессового оборудования нарушается сотрудниками,4
score шпиливили,14
силовой кабель оборвался,1
антивирусная программа в конструкторском бюро вылетает с ошибкой,6
